% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
69.73%,0.866059818,30.27%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,1748,16,Cluster 2,93.498049,79.843953,80.274082,80.274082,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,666,Pakistan,Nowshera,72.821847,3,74.795136,2.20%,73.602081,79.05237,80.274082,8.61,59.854093,74.795136,1.95%,1,0.787909836,769,0.212090164,207,4.70%,874373,27,76,KP,80,82.522757,1803,92.847854,976,2016
76.55%,0.881132075,23.45%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,1257,16,Cluster 2,96.415094,86.603774,73.449108,73.449108,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,934,Pakistan,Peshawar,80.188679,3,62.739722,2.20%,59.433962,76.902057,73.449108,8.61,37.60772,62.739722,1.45%,1,0.76534296,1060,0.23465704,325,4.70%,2019118,30,96,KP,63,83.018868,1803,92.45283,1385,2016
80.99%,0.630182421,19.01%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,1586,16,Cluster 1,58.872305,86.567164,69.010295,69.010295,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,380,Pakistan,Shangla,37.645108,3,46.893282,2.20%,22.38806,44.163758,69.010295,8.61,27.399074,46.893282,19.23%,1,0.834024896,603,0.165975104,120,4.70%,434563,66,157,KP,47,54.693201,1803,67.993367,723,2016
67.12%,0.812080537,32.88%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,1543,16,Cluster 2,92.329818,80.536913,82.877067,82.877067,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,847,Pakistan,Swabi,83.79674,3,74.176585,2.20%,85.810163,79.929272,82.877067,8.61,50.9,74.176585,0.99%,1,0.793759513,1043,0.206240487,271,4.70%,1026804,67,129,KP,83,87.440077,1803,94.72675,1314,2016
76.44%,0.643013899,23.56%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,5337,16,Cluster 2,67.008047,91.660571,73.559281,73.559281,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,879,Pakistan,Swat,61.228969,3,58.16619,2.20%,56.693489,77.126902,73.559281,8.61,32.97858,58.16619,12.11%,1,0.837622549,1367,0.162377451,265,4.70%,1257602,153,335,KP,49,70.665691,1803,76.737381,1632,2016
92.32%,0.805157593,7.68%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,1679,16,Cluster 2,93.123209,64.756447,57.684507,57.684507,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,281,Pakistan,Tank,52.722063,3,42.413324,2.20%,65.902579,47.55239,57.684507,8.61,30.416398,42.413324,0.70%,1,0.813519814,349,0.186480186,80,4.70%,238216,11,57,KP,34,73.409742,1803,90.544413,429,2016
76.56%,0.616504854,23.44%,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,497,16,Cluster 1,43.203883,85.436893,73.436578,73.436578,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,127,Pakistan,Tor Ghar,21.84466,3,52.471431,2.20%,2.427184,46.259096,73.436578,8.61,45.190049,52.471431,43.64%,1,0.872881356,206,0.127118644,30,4.70%,185000,23,56,KP,45,38.252427,1803,38.349515,236,2016
75.86%,0.690210657,24.14%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,3699,16,Cluster 2,70.384139,84.262701,74.143378,74.143378,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",KP,Gender parity score,557,Pakistan,Upper Dir,38.785626,3,57.048672,2.20%,25.27881,55.646141,74.143378,8.61,39.15283,57.048672,13.44%,1,0.840625,807,0.159375,153,4.70%,575858,96,154,KP,59.25234,59.851301,1803,80.545229,960,2016
53.96%,0.835680751,46.04%,0.042253521,0.122065728,95.96%,0.00%,4.04%,0.00%,6858,16,Cluster 2,95.187793,86.737089,96.043083,96.043083,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,712,Pakistan,Attock,95.305164,3,81.250789,2.20%,86.737089,85.942461,96.043083,8.61,57.017613,81.250789,0.00%,1,0.662004662,852,0.337995338,435,4.70%,1274935,36,104,Punjab,86,92.018779,1803,96.126761,1287,2016
60.44%,0.713119216,39.56%,0.097441481,0.189439303,88.43%,0.00%,11.57%,0.00%,8878,16,Cluster 2,86.499728,82.743604,89.55563,89.55563,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1310,Pakistan,Bahawalnagar,96.897115,3,65.029001,2.20%,77.299946,59.010374,89.55563,8.61,57.55,65.029001,0.00%,1,0.76446109,1837,0.23553891,566,4.70%,2061447,179,348,Punjab,54,87.468699,1803,93.903103,2403,2016
54.38%,0.752610966,45.62%,0.066579634,0.180809399,92.60%,0.00%,7.40%,0.00%,24830,16,Cluster 2,90.73107,84.822602,95.619743,95.619743,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1153,Pakistan,Bahawalpur,98.237598,3,65.335176,2.20%,82.70235,50.24721,95.619743,8.61,62.47375,65.335176,0.00%,1,0.776482514,1532,0.223517486,441,4.70%,2433091,102,277,Punjab,53,90.672092,1803,96.866841,1973,2016
59.83%,0.836714976,40.17%,0.024154589,0.139130435,89.96%,0.00%,10.04%,0.00%,8153,16,Cluster 2,87.246377,82.655039,90.166593,90.166593,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,866,Pakistan,Bhakkar,99.323671,3,71.664929,2.20%,74.009662,70.288522,90.166593,8.61,67.204602,71.664929,0.00%,1,0.769516729,1035,0.230483271,310,4.70%,1051456,25,144,Punjab,59,88.163858,1803,97.584541,1345,2016
54.43%,0.900133156,45.57%,0.015978695,0.083888149,96.61%,0.00%,3.39%,0.00%,6524,16,Cluster 2,96.005326,93.010753,95.572997,95.572997,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,676,Pakistan,Chakwal,97.070573,3,84.848134,2.20%,87.483356,88.903192,95.572997,8.61,66.233333,84.848134,0.00%,1,0.621688742,751,0.378311258,457,4.70%,1083725,12,63,Punjab,88.683013,94.234641,1803,97.603196,1208,2016
63.43%,0.822097378,36.57%,0.052434457,0.125468165,96.10%,0.00%,3.90%,0.00%,0,16,Cluster 2,95.88015,83.458647,86.5688,86.5688,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,439,Pakistan,Chiniot,99.812734,3,66.630317,2.20%,93.632959,68.022341,86.5688,8.61,58.930128,66.630317,0.00%,1,0.770562771,534,0.229437229,159,4.70%,965124,28,67,Punjab,53,93.920194,1803,96.816479,693,2016
64.52%,0.592567103,35.48%,0.206469374,0.200963524,76.37%,0.00%,23.63%,0.00%,11922,16,Cluster 2,72.401927,71.186441,85.481263,85.481263,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,861,Pakistan,Dera Ghazi Khan,84.514797,3,61.020956,2.20%,41.84446,64.09006,85.481263,8.61,60.5125,61.020956,0.00%,1,0.815375982,1453,0.184624018,329,4.70%,2643118,300,292,Punjab,34,68.841555,1803,74.260151,1782,2016
54.28%,0.868008949,45.72%,0.041759881,0.090231171,96.09%,0.00%,3.91%,0.00%,5856,16,Cluster 2,94.108874,84.862043,95.721775,95.721775,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1164,Pakistan,Faisalabad,99.627144,3,78.876624,2.20%,95.824012,77.552136,95.721775,8.61,65.232587,78.876624,0.00%,1,0.576526225,1341,0.423473775,985,4.70%,5429547,56,121,Punjab,77,94.58613,1803,98.508576,2326,2016
54.61%,0.838209983,45.39%,0.048192771,0.113597246,95.90%,0.00%,4.10%,0.00%,3622,16,Cluster 2,94.320138,81.6609,95.38951,95.38951,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,974,Pakistan,Gujranwala,98.623064,3,77.182201,2.20%,85.886403,74.913087,95.38951,8.61,53.426207,77.182201,0.00%,1,0.679929783,1162,0.320070217,547,4.70%,3400940,56,132,Punjab,85,91.220304,1803,95.611015,1709,2016
57.37%,0.878172589,42.63%,0.023350254,0.098477157,97.65%,0.00%,2.35%,0.00%,3192,16,Cluster 2,97.258883,85.097636,92.632327,92.632327,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,865,Pakistan,Gujrat,98.883249,3,82.663101,2.20%,94.010152,80.18796,92.632327,8.61,70.832116,82.663101,0.00%,1,0.662407532,985,0.337592468,502,4.70%,2048008,23,97,Punjab,87,94.461152,1803,97.055838,1487,2016
52.01%,0.693014706,47.99%,0.018382353,0.288602941,97.40%,0.00%,2.60%,0.00%,2367,16,Cluster 2,96.507353,87.867647,97.993852,97.993852,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,377,Pakistan,Hafizabad,97.977941,3,73.994805,2.20%,75.367647,70.274611,97.993852,8.61,59.578922,73.994805,0.00%,1,0.744186047,544,0.255813953,187,4.70%,832980,10,157,Punjab,68.131837,90.183824,1803,93.198529,731,2016
63.85%,0.846805235,36.15%,0.077752117,0.075442648,85.26%,0.00%,14.74%,0.00%,8809,16,Cluster 2,83.21786,80.324074,86.153741,86.153741,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1100,Pakistan,Jhang,99.384142,3,69.525416,2.20%,79.368745,68.747925,86.153741,8.61,65.2,69.525416,0.00%,1,0.78489426,1299,0.21510574,356,4.70%,2834546,101,98,Punjab,58,87.458194,1803,94.996151,1655,2016
59.22%,0.853747715,40.78%,0.02559415,0.120658135,97.61%,0.00%,2.39%,0.00%,3587,16,Cluster 2,97.074954,84.615385,90.780201,90.780201,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,467,Pakistan,Jhelum,97.25777,3,80.925901,2.20%,92.687386,90.791486,90.780201,8.61,57.060828,80.925901,0.00%,1,0.653524492,547,0.346475508,290,4.70%,936957,14,66,Punjab,85.071091,93.888342,1803,97.806216,837,2016
54.38%,0.850183824,45.62%,0.033088235,0.116727941,95.61%,0.00%,4.39%,0.00%,4796,16,Cluster 2,94.577206,84.834559,95.616888,95.616888,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,925,Pakistan,Kasur,98.988971,3,72.529162,2.20%,91.911765,68.024759,95.616888,8.61,56.475,72.529162,0.00%,1,0.723885562,1088,0.276114438,415,4.70%,1466000,36,127,Punjab,70,93.363971,1803,96.507353,1503,2016
62.65%,0.882113821,37.35%,0.029810298,0.088075881,98.62%,0.00%,1.38%,0.00%,4349,16,Cluster 2,98.373984,83.739837,87.352631,87.352631,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,651,Pakistan,Khanewal,98.644986,3,70.386552,2.20%,90.785908,68.793576,87.352631,8.61,68.4,70.386552,0.00%,1,0.566820276,738,0.433179724,564,4.70%,2068490,22,65,Punjab,57,93.848238,1803,97.696477,1302,2016
60.77%,0.811267606,39.23%,0.053521127,0.135211268,88.81%,0.00%,11.19%,0.00%,6511,16,Cluster 2,85.211268,72.765957,89.227952,89.227952,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,576,Pakistan,Khushab,90.56338,3,72.830717,2.20%,68.732394,69.712169,89.227952,8.61,52.382749,72.830717,0.00%,1,0.735751295,710,0.264248705,255,4.70%,1205460,38,96,Punjab,80,82.074318,1803,93.098592,965,2016
64.75%,0.896551724,35.25%,0.052473763,0.050974513,98.95%,0.00%,1.05%,0.00%,1772,16,Cluster 2,98.650675,78.710645,85.254871,85.254871,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,598,Pakistan,Lahore,99.10045,3,78.173293,2.20%,98.050975,76.015403,85.254871,8.61,70.4229,78.173293,0.00%,1,0.537903226,667,0.462096774,573,4.70%,6318745,35,34,Punjab,81,94.212894,1803,96.551724,1240,2016
56.83%,0.706666667,43.17%,0.063529412,0.229803922,96.82%,0.00%,3.18%,0.00%,6291,16,Cluster 2,96,82.039216,93.166996,93.166996,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,901,Pakistan,Layyah,99.607843,3,78.155558,2.20%,73.882353,87.813863,93.166996,8.61,62.641374,78.155558,0.00%,1,0.765306122,1275,0.234693878,391,4.70%,1120951,81,293,Punjab,69,89.709804,1803,97.019608,1666,2016
57.36%,0.855421687,42.64%,0.018932874,0.125645439,99.52%,0.00%,0.48%,0.00%,2778,16,Cluster 2,99.311532,79.690189,92.644045,92.644045,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,497,Pakistan,Lodhran,97.418244,3,65.817902,2.20%,85.714286,59.807964,92.644045,8.61,64.819599,65.817902,0.00%,1,0.700844391,581,0.299155609,248,4.70%,1171800,11,73,Punjab,46,91.772806,1803,96.729776,829,2016
53.17%,,46.83%,,,,,,,2673,16,Cluster 2,93.639576,82.142857,96.828164,96.828164,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,,Pakistan,Mandi Bahauddin,99.469965,3,79.036265,2.20%,92.226148,81.116896,96.828164,8.61,60.2,79.036265,,1,0.663540445,566,0.336459555,287,4.70%,1160552,,,Punjab,78,92.718324,1803,96.113074,853,2016
63.81%,0.798586572,36.19%,0.064487633,0.136925795,91.75%,0.00%,8.25%,0.00%,5840,16,Cluster 2,90.636042,76.236749,86.193302,86.193302,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,904,Pakistan,Mianwali,95.053004,3,71.882733,2.20%,76.943463,70.437631,86.193302,8.61,58.9,71.882733,0.00%,1,0.791055206,1132,0.208944794,299,4.70%,1056620,73,155,Punjab,72,86.713781,1803,94.699647,1431,2016
55.05%,0.872047244,44.95%,0.029527559,0.098425197,97.60%,0.00%,2.40%,0.00%,3720,16,Cluster 2,96.850394,82.985075,94.9461,94.9461,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,886,Pakistan,Multan,99.114173,3,63.88516,2.20%,88.582677,66.811191,94.9461,8.61,43.78335,63.88516,0.00%,1,0.718021201,1016,0.281978799,399,4.70%,3116851,30,100,Punjab,50,92.581267,1803,95.374016,1415,2016
70.69%,0.746511628,29.31%,0.054069767,0.199418605,96.21%,0.00%,3.79%,0.00%,8249,16,Cluster 2,95.697674,82.178218,79.309943,79.309943,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1284,Pakistan,Muzaffargarh,98.895349,3,57.190606,2.20%,87.093023,60.727482,79.309943,8.61,50.725,57.190606,0.00%,1,0.825732117,1720,0.174267883,363,4.70%,2635903,93,343,Punjab,38,91.958899,1803,95.930233,2083,2016
62.71%,0.843444227,37.29%,0.023483366,0.133072407,94.47%,0.00%,5.53%,0.00%,2960,16,Cluster 2,93.737769,75.442043,87.285483,87.285483,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,431,Pakistan,Nankana Sahib,98.630137,3,72.389784,2.20%,84.540117,76.823655,87.285483,8.61,69.45,72.389784,0.00%,1,0.688679245,511,0.311320755,231,4.70%,1410000,12,68,Punjab,56,89.608957,1803,95.694716,742,2016
57.44%,0.815544041,42.56%,0.066321244,0.118134715,92.37%,0.00%,7.63%,0.00%,2337,16,Cluster 2,91.19171,84.942887,92.556874,92.556874,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,787,Pakistan,Narowal,97.823834,3,76.340114,2.20%,72.849741,82.028583,92.556874,8.61,68.775,76.340114,0.00%,1,0.751557632,965,0.248442368,319,4.70%,1265097,64,114,Punjab,62,88.34609,1803,94.92228,1284,2016
54.86%,0.73,45.14%,0.031818182,0.238181818,93.12%,0.00%,6.88%,0.00%,3004,16,Cluster 2,91.454545,87.181818,95.139182,95.139182,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,803,Pakistan,Okara,98.272727,3,74.816165,2.20%,86.272727,80.919195,95.139182,8.61,56.206284,74.816165,0.00%,1,0.701083493,1100,0.298916507,469,4.70%,2232992,35,262,Punjab,67,92.072727,1803,97.181818,1569,2016
58.90%,0.825825826,41.10%,0.010510511,0.163663664,97.04%,0.00%,2.96%,0.00%,2724,16,Cluster 2,95.945946,82.582583,91.0959,91.0959,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,550,Pakistan,Pakpattan,97.297297,3,69.483538,2.20%,91.291291,72.738253,91.0959,8.61,63.1,69.483538,0.00%,1,0.730263158,666,0.269736842,246,4.70%,1286680,7,109,Punjab,51,93.093093,1803,98.348348,912,2016
59.90%,0.676771504,40.10%,0.064797272,0.258431224,91.86%,0.00%,8.14%,0.00%,11880,16,Cluster 2,90.185676,77.600607,90.097431,90.097431,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1786,Pakistan,Rahim Yar Khan,95.718075,3,64.432986,2.20%,63.849943,49.68753,90.097431,8.61,64.946984,64.432986,0.00%,1,0.814003701,2639,0.185996299,603,4.70%,3141053,171,682,Punjab,53,83.583782,1803,90.564608,3242,2016
76.50%,0.573869347,23.50%,0.148743719,0.277386935,90.40%,0.00%,9.60%,0.00%,12319,16,Cluster 2,89.346734,81.20603,73.496425,73.496425,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,571,Pakistan,Rajanpur,96.582915,3,50.253661,2.20%,58.39196,52.433417,73.496425,8.61,46.084804,50.253661,0.00%,1,0.860726644,995,0.139273356,161,4.70%,1103618,148,276,Punjab,29,83.316583,1803,91.055276,1156,2016
55.75%,0.941035857,44.25%,0.014342629,0.044621514,87.20%,0.00%,12.80%,0.00%,5286,16,Cluster 2,85.816733,81.033091,94.253492,94.253492,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1181,Pakistan,Rawalpindi,92.031873,3,82.315609,2.20%,80.876494,77.880167,94.253492,8.61,71.128775,82.315609,0.00%,1,0.635121457,1255,0.364878543,721,4.70%,3363911,18,56,Punjab,86,86.96359,1803,95.059761,1976,2016
59.30%,0.888268156,40.70%,0.018156425,0.093575419,90.27%,0.00%,9.73%,0.00%,3201,16,Cluster 2,87.290503,80.586592,90.704776,90.704776,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,636,Pakistan,Sahiwal,99.72067,3,72.353003,2.20%,98.184358,73.382237,90.704776,8.61,55.325,72.353003,0.00%,1,0.59517872,716,0.40482128,487,4.70%,1843194,13,67,Punjab,70,92.73743,1803,97.905028,1203,2016
55.92%,0.843562874,44.08%,0.046407186,0.11002994,92.86%,0.00%,7.14%,0.00%,5854,16,Cluster 2,89.745509,83.269962,94.084705,94.084705,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1127,Pakistan,Sargodha,98.727545,3,73.282149,2.20%,87.5,70.849114,94.084705,8.61,60.194776,73.282149,0.00%,1,0.658128079,1336,0.341871921,694,4.70%,2665979,62,147,Punjab,68,91.07016,1803,96.107784,2030,2016
56.61%,0.768796992,43.39%,0.073308271,0.157894737,94.14%,0.00%,5.86%,0.00%,15960,16,Cluster 2,92.575188,79.584121,93.386717,93.386717,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,818,Pakistan,Sheikhupura,97.838346,3,79.528024,2.20%,79.981203,73.575378,93.386717,8.61,62.15,79.528024,0.00%,1,0.741980474,1064,0.258019526,370,4.70%,2321029,78,168,Punjab,89,88.830358,1803,94.172932,1434,2016
51.16%,0.813387424,48.84%,0.07775524,0.108857336,97.00%,0.00%,3.00%,0.00%,3016,16,Cluster 2,96.078431,83.389831,98.84454,98.84454,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,1203,Pakistan,Sialkot,97.701149,3,82.35947,2.20%,88.911427,84.613435,98.84454,8.61,55.979907,82.35947,0.00%,1,0.738392411,1479,0.261607589,524,4.70%,1688823,115,161,Punjab,90,92.377763,1803,95.807978,2003,2016
53.79%,0.934722222,46.21%,0.022222222,0.043055556,92.21%,0.00%,7.79%,0.00%,3252,16,Cluster 2,88.333333,85.833333,96.209617,96.209617,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,673,Pakistan,Toba Tek Singh,99.722222,3,80.199125,2.20%,94.166667,76.411881,96.209617,8.61,71.175,80.199125,0.00%,1,0.596520298,720,0.403479702,487,4.70%,1621593,16,31,Punjab,77,93.25,1803,98.194444,1207,2016
57.00%,0.843570058,43.00%,0.025911708,0.130518234,98.67%,0.00%,1.33%,0.00%,4364,16,Cluster 2,98.080614,85.645472,93.00099,93.00099,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Punjab,Gender parity score,879,Pakistan,Vehari,99.328215,3,69.009491,2.20%,93.28215,69.086973,93.00099,8.61,54.95,69.009491,0.00%,1,0.692358804,1042,0.307641196,463,4.70%,2090416,27,136,Punjab,59,94.845025,1803,97.888676,1505,2016
67.01%,0.051148225,32.99%,0.279749478,0.669102296,10.32%,20.18%,17.14%,24.18%,6726,16,Cluster 1,44.919972,30.654141,82.99135,82.99135,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Sindh,Gender parity score,147,Pakistan,Badin,32.776618,3,52.435267,2.20%,22.512178,45.841386,82.99135,8.61,33.908333,52.435267,28.18%,1,0.941677588,2874,0.058322412,178,4.70%,1136044,804,1923,Sindh,47,36.903271,1803,53.653445,3052,2016
59.61%,0.500508647,40.39%,0.120549339,0.378942014,25.08%,15.72%,19.62%,18.53%,19070,16,Cluster 1,65.462869,32.706002,90.394049,90.394049,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Sindh,Gender parity score,984,Pakistan,Dadu,42.166836,3,64.623178,2.20%,45.422177,80.61963,90.394049,8.61,42.479032,64.623178,21.05%,1,0.933966746,1966,0.066033254,139,4.70%,1688811,237,745,Sindh,45,47.558494,1803,52.034588,2105,2016
69.70%,0.34609076,30.30%,0.126845271,0.527063969,14.90%,22.86%,30.20%,15.20%,6083,16,Cluster 1,54.948059,25.806452,80.295443,80.295443,Year on Year Change,What are these scores? How they are Derived?,"1,803.00",Sindh,Gender parity score,633,Pakistan,Ghotki,73.482777,3,60.014987,2.20%,19.081465,49.289507,80.295443,8.61,48.475,60.014987,16.84%,1,0.933163265,1829,0.066836735,131,4.70%,970549,232,964,Sindh,62,44.625478,1803,49.808639,1960,2016
